92.073, 159.246, 5.002, 15.038 False
92.073, 159.080, 5.003, 15.071 False
92.073, 158.913, 5.003, 15.104 False
92.073, 158.746, 5.001, 15.137 False
92.072, 158.580, 4.994, 15.170 False
92.073, 158.413, 4.997, 15.203 False
92.073, 158.246, 4.999, 15.236 False
92.073, 158.080, 5.001, 15.269 False
92.073, 157.913, 5.002, 15.302 False
92.073, 157.746, 5.003, 15.335 False
92.073, 157.579, 5.003, 15.368 False
92.073, 157.413, 5.002, 15.401 False
92.073, 157.246, 4.997, 15.434 False
92.072, 157.080, 4.998, 15.467 False
92.072, 156.913, 5.000, 15.500 False
92.072, 156.746, 5.001, 15.533 False
92.072, 156.579, 5.002, 15.566 False
92.072, 156.413, 5.002, 15.599 False
92.072, 156.246, 5.002, 15.632 False
92.071, 156.079, 5.001, 15.665 False
92.071, 155.913, 4.994, 15.698 False
92.072, 155.746, 4.996, 15.731 False
92.072, 155.580, 4.998, 15.764 False
92.071, 155.413, 5.000, 15.797 False
92.071, 155.246, 5.002, 15.830 False
92.071, 155.080, 5.003, 15.863 False
92.071, 154.913, 5.003, 15.896 False
92.071, 154.746, 5.002, 15.929 False
92.071, 154.580, 4.996, 15.962 False
92.071, 154.413, 4.998, 15.995 False
92.070, 154.246, 5.000, 16.028 False
92.071, 154.080, 5.001, 16.061 False
92.070, 153.913, 5.002, 16.094 False
92.070, 153.746, 5.003, 16.127 False
92.070, 153.579, 5.003, 16.160 False
92.070, 153.413, 5.001, 16.193 False
92.070, 153.246, 4.994, 16.226 False
92.070, 153.080, 4.996, 16.259 False
92.070, 152.913, 4.999, 16.292 False
92.070, 152.746, 5.000, 16.325 False
92.070, 152.580, 5.002, 16.358 False
92.070, 152.413, 5.003, 16.391 False
92.070, 152.246, 5.003, 16.424 False
92.070, 152.079, 5.001, 16.457 False
92.070, 151.913, 4.996, 16.490 False
92.069, 151.746, 4.997, 16.523 False
92.069, 151.580, 4.997, 16.556 False
92.070, 151.413, 4.992, 16.589 False
92.070, 151.247, 4.981, 16.622 False
92.070, 151.082, 4.954, 16.655 False
92.070, 150.918, 4.919, 16.688 False
92.070, 150.755, 4.870, 16.721 False
92.070, 150.595, 4.814, 16.754 False
92.070, 150.436, 4.749, 16.787 False
92.070, 150.280, 4.681, 16.820 False
92.070, 150.126, 4.608, 16.853 False
92.070, 149.975, 4.535, 16.886 False
92.070, 149.826, 4.461, 16.919 False
92.071, 149.680, 4.389, 16.952 False
92.071, 149.535, 4.319, 16.985 False
92.071, 149.393, 4.252, 17.018 False
92.071, 149.254, 4.187, 17.051 False
92.071, 149.116, 4.125, 17.084 False
92.071, 148.980, 4.065, 17.117 False
92.072, 148.846, 4.007, 17.150 False
92.072, 148.714, 3.950, 17.183 False
92.072, 148.584, 3.894, 17.216 False
92.072, 148.455, 3.837, 17.249 False
92.072, 148.329, 3.782, 17.282 False
92.073, 148.204, 3.725, 17.315 False
92.073, 148.081, 3.668, 17.348 False
92.073, 147.960, 3.609, 17.381 False
92.073, 147.842, 3.551, 17.414 False
92.073, 147.725, 3.489, 17.447 False
92.074, 147.610, 3.429, 17.480 False
92.074, 147.497, 3.366, 17.513 False
92.074, 147.387, 3.305, 17.546 False
92.074, 147.278, 3.241, 17.579 False
92.075, 147.172, 3.178, 17.612 False
92.075, 147.068, 3.113, 17.645 False
92.075, 146.965, 3.049, 17.678 False
92.075, 146.865, 2.984, 17.711 False
92.075, 146.768, 2.920, 17.744 False
92.076, 146.672, 2.856, 17.777 False
92.076, 146.578, 2.799, 17.810 False
92.076, 146.486, 2.748, 17.843 False
92.076, 146.395, 2.706, 17.876 False
92.076, 146.306, 2.671, 17.909 False
92.077, 146.217, 2.643, 17.942 False
92.077, 146.130, 2.621, 17.975 False
92.077, 146.042, 2.603, 18.008 False
92.077, 145.956, 2.589, 18.041 False
92.077, 145.869, 2.577, 18.074 False
92.078, 145.783, 2.568, 18.107 False
92.078, 145.698, 2.560, 18.140 False
92.078, 145.612, 2.553, 18.173 False
92.078, 145.527, 2.547, 18.206 False
92.079, 145.442, 2.541, 18.239 False
